Email ID,Subject,From,Date,Is Job Related,Company,Position,Status,Job URL,Deadline,Notes,Confidence,Analysis Method,Matched Keywords,Analysis Time
10000,Dine your way to $5 bonus cash back,"""T-Mobile Dining Rewards"" <t-mobiledining@email.rewardsnetwork.com>",2025-03-17 12:41:45-06:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:44.897060
9999,"80-Count 13-Gallon Hefty Ultra Strong Tall Kitchen Trash Bags $10.17
 w/ S&S + Free Shipping w/ Prime or on $35+",Slickdeals Alerts <deals@da.slickdeals.net>,2025-03-17 18:43:45.488535,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:45.488593
9998,"Naeim, Confirm Your Loan Request - Thank you","""noreply@emeraldgreenloans.com"" <newsletter@alphastreamloans.com>",2025-03-17 13:32:05-04:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:46.038145
9997,RapidAPI - Test 'API Healthcheck' failed 377 consecutive times.,RapidAPI Testing <testing@rapidapi.com>,2025-03-17 18:43:46.595176,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:46.595278
9996,NEW COUPONS & DEALS! Over 100 Ways to Help You Save on Top Tools.,=?UTF-8?B?SGFyYm9yIEZyZWlnaHQ=?= <hft@em.harborfreight.com>,2025-03-17 18:23:39+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:47.212098
9995,"=?UTF-8?q?Naeim,_2025_Mortgage_Relief_for_Homeowners_=E2=9E=9D?=",Kelly M <kelly.m@homeaid101.com>,2025-03-17 18:18:20+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:47.729927
9994,=?UTF-8?B?4pqg77iPIFdBUk5JTkcg4pqg77iP?= MAY CONTAIN DEALS,Wyze <no-reply@hello.wyze.com>,2025-03-17 18:43:48.436963,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:48.437031
9992,Quick! Come back and save up to 30% on Passes and Fun Cards before it's gone!,"""SeaWorld Orlando"" <seaworld@m.seaworldparks.com>",2025-03-17 12:02:28-06:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:49.632776
9991,"You have to check out Best Buy Tech Fest! Take advantage of these
 amazing deals",Best Buy <BestBuy@email.bestbuy.com>,2025-03-17 18:43:50.351337,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:50.351458
9990,=?utf-8?B?QmUgVGVrbydzIGdvb2QgbHVjayBjaGFybSDwn42A?=,"""Fetch Pet Insurance"" <gofetch@email.fetchpet.com>",2025-03-17 13:49:40-04:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:50.901225
9989,Trump Just Dropped a Bombshell | [ March 17 ],"=?UTF-8?B?VHJ1bXDigJlzIE1pZG5pZ2h0IFVsdGltYXR1bSAjRnVuZCBGbHV4ZXMg?=
 =?UTF-8?B?VGVhbQ==?=
 <support@portfolio.fundfluxes.com>",2025-03-17 11:14:01-06:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:51.478759
9986,=?UTF-8?Q?10=20new=20jobs=20match=20your=20job=20search?=,=?UTF-8?Q?JobLeads?= <mailer@jobleads.com>,2025-03-17 18:46:22+01:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:53.301832
9985,Registration now open: AWS re:Inforce 2025,Amazon Web Services <aws-marketing-email-replies@amazon.com>,2025-03-17 17:41:41+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:53.968252
9984,=?UTF-8?B?SG9zdCBsaWtlIE1hcnRoYSEgVXAgdG8gNTAlIE9mZiDwn42977iP?=,"""JCPenney"" <JCPenney@email.jcpenney.com>",2025-03-17 11:34:15-06:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:54.539712
9983,=?UTF-8?B?8J+NgCBMdWNreSBZb3UsIEl04oCZcw==?= Dunk Time!,KFC <email@colonelsclub.kfc.com>,2025-03-17 18:43:55.155199,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:55.155291
9982,https://www.kissimmee.gov/Parks-Recreation-Events/...,Your Poinciana neighbors <reply@ss.email.nextdoor.com>,2025-03-17 18:43:55.734712,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:55.734797
9981,=?UTF-8?Q?Get_zero_trading_fees_on_your_next_trade_=E2=80=94_on_us!?=,Coinbase <info@mail.coinbase.com>,2025-03-17 17:18:38+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:56.319763
9980,"=?UTF-8?B?8J+aqCDwnZmO8J2ZnfCdmaTwnZmY8J2ZoPCdmZ4=?=
 =?UTF-8?B?8J2Zo/CdmZwg8J2ZjvCdmanwnZmW8J2ZqfCdmZrwnZmi?=
 =?UTF-8?B?8J2ZmvCdmaPwnZmpOiDwnZmP8J2Zp/CdmarwnZmi?=
 =?UTF-8?B?8J2ZpSDwnZmr8J2ZqC4g8J2ZlfCdmZrwnZmh8J2Zmg==?=
 =?UTF-8?B?8J2Zo/CdmajwnZmg8J2ZrvCdma7igJTwnZmB8J2Zng==?=
 =?UTF-8?B?8J2Zo/CdmZkg8J2ZivCdmarwnZmpIPCdmZLwnZmd8J2Zlg==?=
 =?UTF-8?B?8J2ZqSDwnZmD8J2ZlvCdmaXwnZml8J2ZmvCdmaPwnZma?=
 =?UTF-8?B?8J2ZmSB8IE1hciAxNywgMjAyNQ==?=",=?UTF-8?Q?Trump=E2=80=99s_Bold_Move_=E2=80=A2_Martin_Kirkwood_=7C_TSS_?= <news@e.thestockstandout.com>,2025-03-17 17:18:24+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T14:43:56.909958
