Email ID,Subject,From,Date,Is Job Related,Company,Position,Status,Job URL,Deadline,Notes,Confidence,Analysis Method,Matched Keywords,Analysis Time
10000,Competition Launch: BirdCLEF+ 2025,Kaggle <noreply@kaggle.com>,2025-03-17 15:28:52-07:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:31:21.001510
9999,=?UTF-8?B?QVQmVCBEYXRhIEJyZWFjaCDigJMgTWVkaWF0aW9uIFRvbW9ycm93?=,"""Levi & Korsinsky"" <support@client.zlk.com>",2025-03-17 22:31:21.844452,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:31:21.844747
9998,Your new score is booming!,Credit Sesame <hello@updates.creditsesame.com>,2025-03-17 22:31:22.633831,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:31:22.634093
9997,Naei: Is a $24/hr remote Netflix job right for you?,"""Netflix (via Jobcase)"" <updates@pmail.jobcase.com>",2025-03-17 22:18:47+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:31:23.427502
9996,"Naei, Technogen, Inc. has open roles that may interest you","""Technogen, Inc. (via Jobcase)"" <updates@pmail.jobcase.com>",2025-03-17 22:14:54+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:31:23.969847
9995,Critical: Alert Error Alert has triggered on Work Out API,RapidAPI Support <support@rapidapi.com>,2025-03-17 22:31:24.586141,False,Unknown Company,Unknown Position,Applied,,,,0.0,traditional,cv,2025-03-17T18:31:24.586257
9994,"=?utf-8?B?8J+ToiBZb3VyIEdpZyBEYXRhIEp1c3QgR290IFR3aWNlIGFzIEZh?=
	=?utf-8?B?c3Q=?=","""Solo"" <hello@send.worksolo.com>",2025-03-17 22:04:25+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:31:25.285199
9993,"=?UTF-8?B?UvOggIFl86CAgWFz86CAgXPzoICBZfOggIFz86CAgXPzoICBIPOggIFZ86CAgW/zoICBdfOggIFy86CAgSDzoICBSPOggIFl86CAgWHzoICBbPOggIF086CAgWgg86CAgVDzoICBbPOggIFh86CAgW7zoICBIGHzoICBbvOggIFk86CAgSDzoICB?=
 =?UTF-8?B?Q/OggIF186CAgXTzoICBIPOggIFD86CAgW/zoICBc3TzoICBc/OggIEg86CAgVN086CAgWHzoICBcvOggIF086CAgWnzoICBbvOggIE=?=
 =?UTF-8?B?ZyDzoICBTvOggIFv86CAgXfzoICBIfOggIE=?=","=?UTF-8?B?SPOggIFl86CAgWHzoICBbPOggIF086CAgWjzoICBY/OggIFh86CAgXLzoICBZS7zoICBY/OggIFv86CAgW3zoICBIPOggIFIZfOggIE=?=
 =?UTF-8?B?YfOggIFs86CAgXTzoICBaPOggIEgSfOggIFu86CAgXPzoICBdfOggIFy86CAgQ==?=
 =?UTF-8?B?YfOggIFuY/OggIFl86CAgQ==?= <gufdhseycyir@ingstast.com>",2025-03-17 22:03:47+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:31:26.111678
9992,=?utf-8?Q?Hide=20this=20email=20from=20your=20boss?=,Travis Marziani <travis@passionproduct.com>,2025-03-17 22:03:12+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:31:26.673497
9991,Found on side of road.,Your Poinciana neighbors <reply@ss.email.nextdoor.com>,2025-03-17 22:31:27.264371,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:31:27.264440
