Email ID,Subject,From,Date,Is Job Related,Company,Position,Status,Job URL,Deadline,Notes,Confidence,Analysis Method,Matched Keywords,Analysis Time
10000,Naei: Is a $24/hr remote Netflix job right for you?,"""Netflix (via Jobcase)"" <updates@pmail.jobcase.com>",2025-03-17 22:18:47+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:33.434758
9999,"Naei, Technogen, Inc. has open roles that may interest you","""Technogen, Inc. (via Jobcase)"" <updates@pmail.jobcase.com>",2025-03-17 22:14:54+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:34.189659
9998,Critical: Alert Error Alert has triggered on Work Out API,RapidAPI Support <support@rapidapi.com>,2025-03-17 22:22:34.908929,False,Unknown Company,Unknown Position,Applied,,,,0.0,traditional,cv,2025-03-17T18:22:34.909014
9997,"=?utf-8?B?8J+ToiBZb3VyIEdpZyBEYXRhIEp1c3QgR290IFR3aWNlIGFzIEZh?=
	=?utf-8?B?c3Q=?=","""Solo"" <hello@send.worksolo.com>",2025-03-17 22:04:25+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:35.575652
9996,"=?UTF-8?B?UvOggIFl86CAgWFz86CAgXPzoICBZfOggIFz86CAgXPzoICBIPOggIFZ86CAgW/zoICBdfOggIFy86CAgSDzoICBSPOggIFl86CAgWHzoICBbPOggIF086CAgWgg86CAgVDzoICBbPOggIFh86CAgW7zoICBIGHzoICBbvOggIFk86CAgSDzoICB?=
 =?UTF-8?B?Q/OggIF186CAgXTzoICBIPOggIFD86CAgW/zoICBc3TzoICBc/OggIEg86CAgVN086CAgWHzoICBcvOggIF086CAgWnzoICBbvOggIE=?=
 =?UTF-8?B?ZyDzoICBTvOggIFv86CAgXfzoICBIfOggIE=?=","=?UTF-8?B?SPOggIFl86CAgWHzoICBbPOggIF086CAgWjzoICBY/OggIFh86CAgXLzoICBZS7zoICBY/OggIFv86CAgW3zoICBIPOggIFIZfOggIE=?=
 =?UTF-8?B?YfOggIFs86CAgXTzoICBaPOggIEgSfOggIFu86CAgXPzoICBdfOggIFy86CAgQ==?=
 =?UTF-8?B?YfOggIFuY/OggIFl86CAgQ==?= <gufdhseycyir@ingstast.com>",2025-03-17 22:03:47+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:36.287135
9995,=?utf-8?Q?Hide=20this=20email=20from=20your=20boss?=,Travis Marziani <travis@passionproduct.com>,2025-03-17 22:03:12+00:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:37.056858
9994,Found on side of road.,Your Poinciana neighbors <reply@ss.email.nextdoor.com>,2025-03-17 22:22:37.827293,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:37.827578
9993,Tax Credits Available for Solar and Powerwall,Tesla <energy@tesla.com>,2025-03-17 22:22:38.497746,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:38.498004
9992,"Naeim, jump-start your career at Fidelity",Fidelity Investments Careers <careers@fidelity.com>,2025-03-17 22:22:39.159967,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:39.160147
9991,CONFIRMED: PAYMENT #101793391072 - Thank you,"""E-Sign via BlueWaveLoans.com"" <info@consumerhelpsupport.com>",2025-03-17 17:38:29-04:00,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:39.788529
9990,The BATH TOWELS we can barely keep in stock,Wayfair <editor@members.wayfair.com>,2025-03-17 22:22:40.423769,False,Unknown Company,Unknown Position,Applied,,,Marketing email detected,0.0,traditional,,2025-03-17T18:22:40.424027
9989,"Naeim, your Vital Care benefits are waiting!","""Petco Membership"" <Petco@e.petco.com>",2025-03-17 15:30:13-06:00,True,Unknown Company,Unknown Position,Offer,,,,0.9,traditional,benefits,2025-03-17T18:22:41.070291
